# This file was created Wed Mar  3 14:21:49 2021
# Created by:
#                   :-) GROMACS - gmx wham, VERSION 5.1.4 (-:
# 
# Executable:   /Users/apple/apps/gromacs-5.1.4-mpi/bin/gmx_mpi
# Data prefix:  /Users/apple/apps/gromacs-5.1.4-mpi
# Command line:
#   gmx_mpi wham -it tpr-files.dat -ix pullx-files.dat -nBootstrap 100
# gmx wham is part of G R O M A C S:
#
# GROwing Monsters And Cloning Shrimps
#
#@    title "Average and stddev from bootstrapping"
#@    xaxis  label "\xx\f{} (nm)"
#@    yaxis  label "E (kJ mol\S-1\N)"
#@TYPE xy
#@TYPE xydy
3.811732e+00	0.000000e+00	0.000000e+00
3.824635e+00	-1.022470e+00	2.670992e+00
3.837539e+00	-1.936317e+00	3.127604e+00
3.850442e+00	-2.905939e-02	2.923814e+00
3.863346e+00	-4.914781e-01	2.910729e+00
3.876249e+00	-5.334005e-01	2.804197e+00
3.889153e+00	-6.739179e-01	2.648128e+00
3.902057e+00	-4.150552e-01	2.511662e+00
3.914960e+00	6.853438e-02	2.465049e+00
3.927864e+00	5.235047e-01	2.387675e+00
3.940767e+00	8.920820e-01	2.279742e+00
3.953671e+00	1.418064e+00	2.191806e+00
3.966574e+00	2.157921e+00	2.098832e+00
3.979478e+00	2.900417e+00	1.960191e+00
3.992381e+00	3.437559e+00	1.901713e+00
4.005285e+00	3.997159e+00	1.847402e+00
4.018189e+00	4.322901e+00	1.842144e+00
4.031092e+00	4.744853e+00	1.878335e+00
4.043996e+00	5.097349e+00	1.906470e+00
4.056899e+00	5.601894e+00	1.916146e+00
4.069803e+00	6.268235e+00	1.924646e+00
4.082706e+00	6.842347e+00	1.904962e+00
4.095610e+00	7.325327e+00	1.893950e+00
4.108513e+00	8.145611e+00	1.911835e+00
4.121417e+00	9.018244e+00	1.915371e+00
4.134321e+00	9.775463e+00	1.992431e+00
4.147224e+00	1.056482e+01	2.054549e+00
4.160128e+00	1.147232e+01	2.389384e+00
4.173031e+00	1.253651e+01	2.428107e+00
4.185935e+00	1.316011e+01	2.356756e+00
4.198838e+00	1.399623e+01	2.338968e+00
4.211742e+00	1.483305e+01	2.342442e+00
4.224645e+00	1.573359e+01	2.352069e+00
